Action,Campaign,Ad Group,Keyword,Match Type,Reason
Review,DST - Bulk/Party,Anniversary Event,home catering services Hyderabad,PHRASE,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Home Party,home catering services Hyderabad,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Birthday Event,affordable catering Hyderabad,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Anniversary Event,affordable catering Hyderabad,PHRASE,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Home Party,affordable catering Hyderabad,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Birthday Event,catering for birthday party Hyderabad,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Anniversary Event,catering for birthday party Hyderabad,PHRASE,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Home Party,catering for birthday party Hyderabad,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Birthday Event,housewarming catering Chennai,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Anniversary Event,housewarming catering Chennai,PHRASE,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Home Party,housewarming catering Chennai,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Birthday Event,best wedding caterers Bangalore,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Anniversary Event,best wedding caterers Bangalore,PHRASE,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Home Party,best wedding caterers Bangalore,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Birthday Event,wedding and catering services Bangalore,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Anniversary Event,wedding and catering services Bangalore,PHRASE,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Home Party,wedding and catering services Bangalore,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Birthday Event,birthday catering near me Bangalore,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Anniversary Event,birthday catering near me Bangalore,PHRASE,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Home Party,birthday catering near me Bangalore,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Birthday Event,food for birthday party Bangalore,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Anniversary Event,food for birthday party Bangalore,PHRASE,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Home Party,food for birthday party Bangalore,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Birthday Event,birthday party food order Bangalore,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Anniversary Event,birthday party food order Bangalore,PHRASE,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Home Party,birthday party food order Bangalore,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Birthday Event,birthday catering home delivery Bangalore,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Anniversary Event,birthday catering home delivery Bangalore,PHRASE,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Home Party,birthday catering home delivery Bangalore,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Birthday Event,birthday party catering services Bangalore,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Anniversary Event,birthday party catering services Bangalore,PHRASE,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Home Party,birthday party catering services Bangalore,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Birthday Event,corporate party food Bangalore,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Anniversary Event,corporate party food Bangalore,PHRASE,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Home Party,corporate party food Bangalore,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Birthday Event,snacks for office event Bangalore,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Anniversary Event,snacks for office event Bangalore,PHRASE,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Home Party,snacks for office event Bangalore,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Birthday Event,office food order Bangalore,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Anniversary Event,office food order Bangalore,PHRASE,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Home Party,office food order Bangalore,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Birthday Event,office event catering Bangalore,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Anniversary Event,office event catering Bangalore,PHRASE,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Home Party,office event catering Bangalore,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Birthday Event,birthday lunch catering Bangalore,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Anniversary Event,birthday lunch catering Bangalore,PHRASE,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Home Party,birthday lunch catering Bangalore,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Birthday Event,griha pravesh catering Bangalore,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Anniversary Event,griha pravesh catering Bangalore,PHRASE,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Home Party,griha pravesh catering Bangalore,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Birthday Event,housewarming party catering Bangalore,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Anniversary Event,housewarming party catering Bangalore,PHRASE,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Home Party,housewarming party catering Bangalore,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Birthday Event,new home celebration food Bangalore,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Anniversary Event,new home celebration food Bangalore,PHRASE,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Home Party,new home celebration food Bangalore,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Birthday Event,house warming function catering Bangalore,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Anniversary Event,house warming function catering Bangalore,PHRASE,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Home Party,house warming function catering Bangalore,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Birthday Event,food for anniversary party Bangalore,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Anniversary Event,food for anniversary party Bangalore,PHRASE,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Home Party,food for anniversary party Bangalore,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Birthday Event,anniversary dinner catering Bangalore,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Anniversary Event,anniversary dinner catering Bangalore,PHRASE,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Home Party,anniversary dinner catering Bangalore,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Birthday Event,food for wedding anniversary Bangalore,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Anniversary Event,food for wedding anniversary Bangalore,PHRASE,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Home Party,food for wedding anniversary Bangalore,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Birthday Event,anniversary celebration food Bangalore,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Anniversary Event,anniversary celebration food Bangalore,PHRASE,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Home Party,anniversary celebration food Bangalore,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Birthday Event,housewarming food order Bangalore,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Anniversary Event,housewarming food order Bangalore,PHRASE,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Home Party,housewarming food order Bangalore,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Birthday Event,best homemade food home delivery near me Hyderabad,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Anniversary Event,best homemade food home delivery near me Hyderabad,PHRASE,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Home Party,best homemade food home delivery near me Hyderabad,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Birthday Event,home cooked food for party Hyderabad,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Anniversary Event,home cooked food for party Hyderabad,PHRASE,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Home Party,home cooked food for party Hyderabad,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Birthday Event,homemade food delivery for party Hyderabad,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Anniversary Event,homemade food delivery for party Hyderabad,PHRASE,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Home Party,homemade food delivery for party Hyderabad,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Birthday Event,home style food for get together Hyderabad,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Anniversary Event,home style food for get together Hyderabad,PHRASE,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Home Party,home style food for get together Hyderabad,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Birthday Event,home food order for birthday Hyderabad,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Anniversary Event,home food order for birthday Hyderabad,PHRASE,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Home Party,home food order for birthday Hyderabad,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Birthday Event,homemade party food near me Hyderabad,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Anniversary Event,homemade party food near me Hyderabad,PHRASE,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Home Party,homemade party food near me Hyderabad,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Birthday Event,home cooked food for function Hyderabad,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Anniversary Event,home cooked food for function Hyderabad,PHRASE,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Home Party,home cooked food for function Hyderabad,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Birthday Event,catering near me Hyderabad,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Anniversary Event,catering near me Hyderabad,PHRASE,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Home Party,catering near me Hyderabad,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Birthday Event,home catering near me Hyderabad,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Anniversary Event,home catering near me Hyderabad,PHRASE,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Home Party,home catering near me Hyderabad,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Birthday Event,veg caterers near me Hyderabad,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Anniversary Event,veg caterers near me Hyderabad,PHRASE,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Home Party,veg caterers near me Hyderabad,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Birthday Event,catering for party Hyderabad,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Anniversary Event,catering for party Hyderabad,PHRASE,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Home Party,catering for party Hyderabad,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Birthday Event,small party caterers Hyderabad,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Anniversary Event,small party caterers Hyderabad,PHRASE,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Home Party,small party caterers Hyderabad,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Birthday Event,wedding caterers near me Hyderabad,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Anniversary Event,wedding caterers near me Hyderabad,PHRASE,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Home Party,wedding caterers near me Hyderabad,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Birthday Event,wedding biryani catering Hyderabad,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Anniversary Event,wedding biryani catering Hyderabad,PHRASE,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Home Party,wedding biryani catering Hyderabad,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Birthday Event,marriage function catering Hyderabad,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Anniversary Event,marriage function catering Hyderabad,PHRASE,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Home Party,marriage function catering Hyderabad,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Birthday Event,wedding food order Hyderabad,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Anniversary Event,wedding food order Hyderabad,PHRASE,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Home Party,wedding food order Hyderabad,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Birthday Event,wedding reception catering Hyderabad,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Anniversary Event,wedding reception catering Hyderabad,PHRASE,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Home Party,wedding reception catering Hyderabad,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Birthday Event,wedding lunch catering Hyderabad,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Anniversary Event,wedding lunch catering Hyderabad,PHRASE,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Home Party,wedding lunch catering Hyderabad,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Birthday Event,function catering Hyderabad,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Anniversary Event,function catering Hyderabad,PHRASE,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Home Party,function catering Hyderabad,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Birthday Event,birthday catering near me Hyderabad,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Anniversary Event,birthday catering near me Hyderabad,PHRASE,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Home Party,birthday catering near me Hyderabad,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Birthday Event,food for birthday party Hyderabad,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Anniversary Event,food for birthday party Hyderabad,PHRASE,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Home Party,food for birthday party Hyderabad,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Birthday Event,birthday dinner catering Hyderabad,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Anniversary Event,birthday dinner catering Hyderabad,PHRASE,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Home Party,birthday dinner catering Hyderabad,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Birthday Event,birthday party food order Hyderabad,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Anniversary Event,birthday party food order Hyderabad,PHRASE,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
Review,DST - Bulk/Party,Home Party,birthday party food order Hyderabad,BROAD,Duplicate across ad groups — internal auction competition — needs manual ad group assignment
